X,Y,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,58.0,399.1681875200007,0.36363636363636365,7,1,3,7,29,10,0,83.09,0.8325220081385356,2.871600000000001,6.758628342418051,1,0,1,2,0,2,0,0,0
CN1C(=O)CC[C@H]1c1cccnc1,17.0,176.094963004,0.4,3,0,2,3,13,2,0,33.2,0.6472008557238369,1.3749,7.824401949775901,0,1,1,0,1,1,0,1,1
O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,10.0,314.06511942000026,0.07142857142857142,9,1,3,9,23,4,0,118.05000000000001,0.3989019993697669,1.7404999999999997,6.512798511461469,0,1,1,1,1,2,0,1,1
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,3.6,426.2307282000008,0.32142857142857145,4,2,5,4,32,7,0,55.56,0.6222713272119355,3.957500000000003,8.183326990270213,0,2,2,3,0,3,0,1,1
Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0.58,228.085854864,0.625,8,4,2,8,16,5,0,123.49,0.5273624425093522,-2.1388,4.931131458001335,0,1,1,0,1,1,0,1,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,3.7,392.19990224800074,0.7272727272727273,5,3,4,6,28,8,0,94.83,0.667213496992105,1.8957000000000002,8.720061291822734,4,0,4,0,0,0,3,0,3
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,14.0,231.123484172,0.5,1,1,1,4,16,6,0,12.03,0.8383597745599245,3.2459000000000024,7.964597081047563,0,0,0,1,0,1,0,0,0
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,1.2,460.1531774200008,0.5714285714285714,7,2,1,9,30,16,0,95.94,0.4084054154434649,4.0119000000000025,7.8568947184168465,0,0,0,1,0,1,0,0,0
Cc1cccc([C@H](C)c2cnc[nH]2)c1C,2.2,200.131348512,0.3076923076923077,2,1,2,2,15,5,0,28.68,0.7920749783499234,3.1783400000000013,6.6498623424371575,0,0,0,1,1,2,0,0,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,22.0,609.2838859680012,0.3333333333333333,9,1,5,9,45,13,0,111.00999999999999,0.12866227094933808,6.018000000000007,8.464399421822058,0,2,2,3,0,3,0,1,1
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,2.5,268.11715499200034,0.6363636363636364,8,2,2,8,19,4,0,98.82,0.5400927830602834,-2.708299999999996,7.670874779502704,0,2,2,0,0,0,0,2,2
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.88,469.02659700400045,0.3684210526315789,8,2,4,11,30,7,0,112.74,0.660289548252613,3.2021200000000007,7.853763553154703,0,2,2,1,1,2,0,2,2
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,1.4,236.090940244,0.5,7,2,3,7,17,3,0,93.03,0.7521450742487874,-0.21050000000000008,7.74493447587319,0,1,1,0,2,2,0,1,1
C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,3.3,328.1786926280007,0.3157894736842105,5,5,2,5,24,11,0,95.57999999999998,0.5968389616111595,2.1353999999999997,8.065307703418778,0,0,0,2,0,2,0,0,0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,5.6,414.16132831200065,0.36363636363636365,6,0,3,7,29,10,0,59.080000000000005,0.6757916364888925,3.368500000000002,7.9142230702817855,0,1,1,2,0,2,0,0,0
O=C(OC1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,0.13,324.1473925000006,0.47368421052631576,5,1,6,5,24,2,0,62.4,0.8624002843059125,2.519000000000001,8.664550303152549,0,4,4,1,1,2,0,4,4
CN(C)CC/C=C1/c2ccccc2COc2ccccc21,15.0,279.1623142920006,0.2631578947368421,2,0,3,2,21,5,0,12.47,0.8428637069733037,3.9624000000000033,5.933677209845316,0,1,1,2,0,2,0,0,0
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,0.35,246.065199672,0.5555555555555556,7,3,2,8,17,4,0,104.55000000000001,0.5484019207554993,-1.6851999999999996,7.99315853967737,0,1,1,0,1,1,0,1,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,32.0,543.1740607480007,0.4444444444444444,12,7,5,12,39,13,0,206.07,0.23526258168565614,0.0012999999999993017,8.463765861309385,2,1,3,2,0,2,0,1,1
C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,14.0,444.1532657280007,0.4090909090909091,10,7,4,10,32,10,0,181.62,0.3274702019724617,-0.5041999999999991,8.256775769730236,3,0,3,1,0,1,1,0,1
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,4.2,382.1714990720007,0.36363636363636365,4,1,4,5,27,7,0,53.17,0.7050592233207414,3.8210000000000024,7.815532655644794,0,1,1,2,1,3,0,1,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.7,318.25588032800096,0.9523809523809523,2,1,4,2,23,5,0,37.3,0.7672110598231308,4.595200000000005,8.858681955694458,4,0,4,0,0,0,4,0,4
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,39.0,348.16852186800065,0.5,7,3,2,7,25,9,0,106.94000000000001,0.6499831585979154,1.1261000000000003,8.08473440857563,0,1,1,1,0,1,0,1,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,36.0,543.1740607480007,0.4444444444444444,12,7,5,12,39,13,0,206.07,0.23526258168565614,0.0012999999999993017,8.463765861309385,2,1,3,2,0,2,0,1,1
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,27.0,399.27734404400104,0.76,4,2,4,4,29,4,0,66.4,0.6786665483238244,5.101000000000004,8.862976043450299,4,0,4,0,0,0,2,0,2
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,2.1,424.14567824800065,0.2608695652173913,6,2,3,7,30,11,0,92.42,0.458535897261046,4.744400000000003,6.198453949835614,0,0,0,1,2,3,0,0,0
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,2.1,581.2638192200011,0.42424242424242425,10,3,8,10,43,7,0,118.21000000000001,0.43401040453252926,1.990800000000002,8.821232816223956,1,4,5,2,1,3,0,3,3
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,3.8,475.1413211400007,0.45454545454545453,10,5,4,11,33,10,0,156.26999999999998,0.3621907984804827,0.9407000000000005,8.332746663092877,0,3,3,1,0,1,0,2,2
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1.7,272.17763000800045,0.6666666666666666,2,2,4,2,20,3,0,40.46,0.757169743555686,3.6092000000000026,8.495619708656713,3,0,3,1,0,1,2,0,2
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,2.4,519.1344297340008,0.6956521739130435,7,2,4,10,33,10,0,96.3,0.37442337569212464,5.299000000000007,8.622598474211934,3,0,3,1,0,1,2,0,2
CC[C@@H](CO)NCCN[C@@H](CC)CO,3.1,204.183778008,1.0,4,4,0,4,14,13,0,64.52,0.3896708755641931,-0.292599999999999,8.189546492740561,0,0,0,0,0,0,0,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,9.7,296.1776300080007,0.6,2,2,4,2,22,3,0,40.46,0.7180018360911579,3.6126000000000023,8.49566061153657,3,0,3,1,0,1,2,0,2
C#C[C@]1(OS(=O)(=O)O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,9.3,376.1344448680007,0.6,5,2,4,6,26,5,0,83.83000000000001,0.6101381459268111,3.439700000000002,8.386568784204341,3,0,3,1,0,1,2,0,2
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C,8.4,376.1344448680007,0.6,5,2,4,6,26,5,0,83.83,0.6120850590419353,3.0886000000000013,8.346132743983878,3,0,3,1,0,1,2,0,2
CCOC(=O)c1cncn1[C@@H](C)c1ccccc1,3.5,244.121177752,0.2857142857142857,4,0,2,4,18,6,0,44.12,0.776550261358108,2.669100000000001,7.998033846600294,0,0,0,1,1,2,0,0,0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,5.7,588.1842910840007,0.5517241379310345,13,3,7,13,42,11,0,160.83,0.4298292584463983,1.3385999999999993,8.837307386992423,1,4,5,2,0,2,0,3,3
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,6.0,372.277678392001,0.8260869565217391,4,2,4,4,27,3,0,58.2,0.7351466700288801,3.8145000000000024,8.891783858529012,3,1,4,0,0,0,3,0,3
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,5.2,401.1030004200005,0.2857142857142857,6,3,4,7,28,6,0,94.14,0.6095989367593201,3.3046000000000015,7.074409361676642,0,1,1,2,1,3,0,1,1
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1.4,453.0561475440004,0.3684210526315789,8,2,4,11,30,7,0,112.74,0.6840735128490479,2.6878200000000003,7.85623375354255,0,2,2,1,1,2,0,2,2
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,11.0,285.0873320840003,0.5,9,5,3,10,20,6,0,139.54000000000002,0.47183364718578485,-1.8409000000000002,7.9114948160548915,0,1,1,0,2,2,0,1,1
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,6.0,500.1844297520008,0.72,5,1,4,9,34,9,0,80.67,0.5755860893833779,4.430000000000004,8.730127998357206,4,0,4,0,0,0,3,0,3
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0.7,411.1845865320007,0.2916666666666667,5,3,3,6,30,12,0,82.69,0.5047877346321323,4.628100000000003,8.108103292957756,0,0,0,2,1,3,0,0,0
C[C@@H]1O[C@@H]1P(=O)(O)O,1.9,138.008195334,1.0,4,2,1,5,8,4,0,70.06,0.39203873860249056,-0.09110000000000007,3.666392929277131,0,1,1,0,0,0,0,1,1
O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,9.4,435.2174598180009,0.6521739130434783,6,2,3,7,30,10,0,94.91000000000001,0.44860265464999205,4.161700000000003,8.619282848723941,1,1,2,1,0,1,1,1,2
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,24.0,243.137162164,0.35714285714285715,4,4,3,4,18,3,0,70.91,0.7446286892388262,1.3435,6.113736159092246,1,0,1,1,1,2,0,0,0
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,5.3,287.1521435320006,0.5294117647058824,4,1,4,4,21,4,0,41.93,0.8005242690101381,1.8503,8.259837891444176,1,2,3,1,0,1,0,0,0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,1.0,263.0717622720002,0.5555555555555556,7,4,2,9,18,5,0,110.60000000000001,0.6120873727300361,-1.2886,7.832992875794083,0,1,1,0,1,1,0,1,1
C[C@@H]([C@@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,49.0,331.08021878000034,0.38461538461538464,6,1,2,9,22,8,0,85.07999999999998,0.8789080614432031,0.8772000000000002,7.902954467877022,0,0,0,1,1,2,0,0,0
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OC[C@](C)(O)C(NC)C3O)C2O)O1,4.7,477.3162487160011,1.0,12,11,3,12,33,17,0,199.72999999999996,0.1815983099627802,-3.327499999999993,9.218093814431796,1,2,3,0,0,0,1,2,3
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,10.0,310.19328007200073,0.6666666666666666,2,1,4,2,23,3,0,37.3,0.5926554556303282,3.6586000000000025,8.64893355319565,4,0,4,0,0,0,2,0,2
[2H]C([2H])([2H])n1nc(C(=O)NC2C[C@H]3CCC[C@@H](C2)N3C)c2ccccc21,5.2,315.21384162600054,0.5555555555555556,5,1,4,5,23,4,0,50.160000000000004,0.9455009969748563,2.3184000000000005,8.547612574744873,0,2,2,1,1,2,0,2,2
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.6,362.20932406000077,0.8095238095238095,5,3,4,5,26,7,0,94.83,0.6960164410604959,1.7815999999999996,8.731901051444527,4,0,4,0,0,0,3,0,3
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,2.3,285.13649346800054,0.5882352941176471,4,1,5,4,21,2,0,49.77,0.7869335307088954,1.6302999999999999,8.621987218974972,2,2,4,1,0,1,1,1,2
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,790.0,482.19540531200073,0.32142857142857145,8,3,8,8,36,6,0,89.68,0.35578332432727927,3.844900000000002,8.709271555037294,0,3,3,3,2,5,0,1,1
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,16.0,497.16858144400067,0.4230769230769231,10,6,5,10,36,10,0,176.60999999999999,0.32834650610487814,1.0202999999999998,8.376033328100146,2,1,3,2,0,2,0,1,1
CCCCCNC(=O)c1coc([C@H]2[C@@H](Cc3ccccc3CCC(=O)O)[C@@H]3CC[C@H]2O3)n1,22.0,440.2311221240009,0.56,7,2,4,7,32,12,0,101.66,0.5099245254177376,4.1155000000000035,8.888264325678968,0,2,2,1,1,2,0,2,2
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,0.95,299.0939770240005,0.5833333333333334,7,4,2,8,20,8,0,116.22,0.2662123899884535,-0.38569999999999904,7.3230179310690735,0,2,2,0,0,0,0,1,1
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,1.0,613.3628049840014,0.4722222222222222,9,4,5,9,45,13,0,118.03000000000002,0.2628234200956571,2.8669000000000016,9.129281480446036,1,1,2,2,1,3,0,1,1
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,9.0,586.279134936001,0.5151515151515151,10,1,7,10,43,7,0,114.2,0.35595556922918214,4.0911000000000035,8.341862838771416,0,4,4,1,2,3,0,2,2
CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,0.3,246.125594436,0.5333333333333333,3,2,3,3,18,6,0,57.53,0.7395746492887167,1.6656,7.578238078840874,3,0,3,0,0,0,1,0,1
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],1.7,236.02806521600002,1.0,10,0,2,10,16,4,0,123.20000000000002,0.44641049179076997,-1.0622000000000003,7.490294348455275,0,2,2,0,0,0,0,2,2
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O,1.9,191.042987008,1.0,7,1,2,7,13,3,0,91.06000000000002,0.4315569256356931,-1.2782000000000004,4.693152566683454,0,2,2,0,0,0,0,2,2
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,4.1,191.042987008,1.0,7,1,2,7,13,3,0,91.06000000000002,0.4315569256356931,-1.2782000000000002,4.693152566683454,0,2,2,0,0,0,0,2,2
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,17.0,506.2814434440011,0.7407407407407407,7,3,3,8,35,11,0,112.05000000000001,0.521911808548141,4.050520000000002,9.168880467382118,0,2,2,0,1,1,0,2,2
CCCCCCCCC/C=C/C=C/C(=O)NCC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](Nc2ncnc3nc[nH]c23)O[C@H]1[C@@H](O)CO,1.3,589.3223967160013,0.6071428571428571,14,8,3,14,42,22,0,214.83999999999995,0.07186346810542486,0.41880000000000256,9.081873980496612,0,1,1,0,2,2,0,1,1
N=C(N)c1ccc(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)O)CC2)cc1,2.1,468.20088461600074,0.3333333333333333,10,6,3,10,34,10,0,166.04,0.2714274662174601,1.1095700000000002,7.935079675547246,0,1,1,2,0,2,0,1,1
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,9.1,229.052112212,0.5,6,3,2,7,15,4,0,90.36999999999999,0.7038615838122525,-0.5941000000000001,7.739566611383194,0,1,1,0,1,1,0,1,1
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1.3,197.068807832,0.2222222222222222,5,5,1,5,14,6,0,103.78000000000002,0.5125069246930146,0.052200000000000135,7.7328400213817154,0,0,0,1,0,1,0,0,0
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,8.8,361.14378434000054,0.4444444444444444,7,1,4,8,26,4,0,75.00999999999999,0.8747398264671755,1.5439999999999998,7.866256856599251,0,2,2,1,1,2,0,1,1
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,30.0,328.16093438800067,0.3684210526315789,3,0,3,4,23,9,0,15.71,0.8027021109078473,4.495600000000004,7.527593060132906,0,1,1,2,0,2,0,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,9.4,312.2089301360008,0.7619047619047619,2,1,4,2,23,3,0,37.3,0.7460501574652693,3.8826000000000036,8.702173544526318,4,0,4,0,0,0,3,0,3
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,1.1,280.1072590040003,0.21428571428571427,7,2,2,7,21,4,0,113.42999999999998,0.6423198478718842,1.3617599999999999,7.411047413020775,0,1,1,1,0,1,0,0,0
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,5.6,406.2137578080009,0.9444444444444444,8,5,2,9,27,15,0,122.49000000000001,0.37034350763056995,-0.8569999999999971,8.958233499424445,0,2,2,0,0,0,0,2,2
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,4.5,337.1437843400005,0.5,7,1,3,8,24,5,0,71.11,0.8915973887511961,1.1235999999999997,5.291451426800047,0,2,2,1,0,1,0,2,2
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,42.0,405.2263710920008,0.5714285714285714,8,5,2,8,29,13,0,132.95999999999998,0.3844882105003128,1.2352000000000007,8.498829310197515,0,1,1,1,0,1,0,1,1
COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,37.0,359.03361912000025,0.1875,3,1,3,8,24,3,0,38.33,0.7998531036451688,4.532600000000002,6.765298116830747,0,1,1,2,0,2,0,0,0
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,1.6,429.23760447200084,0.5454545454545454,9,6,3,9,31,9,0,148.60999999999999,0.2897076869180157,0.8108700000000015,8.367419021656957,1,1,2,1,0,1,1,1,2
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1.0,304.07453317600044,0.46153846153846156,4,3,1,6,19,9,0,66.56,0.720239222897486,1.925,6.519760134316189,0,0,0,1,0,1,0,0,0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,1.0,383.15149190000074,0.7058823529411765,8,3,3,9,26,10,0,110.17999999999999,0.5588251961475821,-0.3079999999999994,8.348529774151253,0,3,3,0,0,0,0,2,2
CN[C@@H](C)Cc1ccccc1,12.0,149.12044948,0.4,1,1,1,1,11,5,0,12.03,0.6911085509284691,1.837,7.436481664615876,0,0,0,1,0,1,0,0,0
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.64,380.1042073600005,0.47058823529411764,8,2,3,9,26,9,0,105.17,0.7328552661597635,0.9490999999999998,7.171887495858929,0,2,2,1,0,1,0,2,2
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,3.9,454.1713158040005,0.25,13,7,3,13,33,12,0,210.53999999999996,0.29472034504927447,0.2684000000000012,5.42190294868605,0,0,0,1,2,3,0,0,0
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,5.9,211.084457896,0.3,5,5,1,5,15,7,0,103.78000000000002,0.5430485662212737,0.4423000000000001,7.896219626571033,0,0,0,1,0,1,0,0,0
C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,2.5,356.1856347320907,0.6666666666666666,5,2,6,5,26,5,0,66.76,0.7913895398394191,1.6699999999999997,8.948481885323814,3,2,5,1,0,1,2,1,3
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,2.3,374.2093240600008,0.7272727272727273,5,3,4,5,27,8,0,94.83000000000001,0.6851425387768039,1.8036,8.777953261863667,4,0,4,0,0,0,3,0,3
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,5.1,652.3501400961813,0.4,8,0,8,8,48,12,0,55.38000000000001,0.21366035293199462,7.451600000000009,9.359490858872132,0,4,4,4,0,4,0,0,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.2,539.1144547600006,0.47619047619047616,13,3,4,15,36,9,0,173.49999999999997,0.4125553337107078,-0.23379999999999784,8.02812314366727,0,3,3,1,0,1,0,3,3
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,13.0,495.2897202960011,0.5172413793103449,6,1,4,7,36,15,0,67.45,0.3671828919918632,5.270900000000005,8.606867691108281,1,0,1,2,1,3,0,0,0
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2.3,207.110672644,1.0,6,5,1,6,14,8,0,104.39000000000001,0.3326203956682485,-3.262099999999999,8.278423676252066,0,1,1,0,0,0,0,1,1
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,17.0,457.18490020400066,0.43478260869565216,10,6,4,10,33,11,0,164.63,0.39381630169777443,0.030000000000001803,8.211452730852908,3,0,3,1,0,1,1,0,1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,2.0,285.13649346800054,0.5294117647058824,4,2,5,4,21,3,0,52.93000000000001,0.7033474919154648,1.1981,8.765712887750372,2,2,4,1,0,1,0,1,1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,1.4,461.1685814440006,0.6086956521739131,10,5,6,10,33,8,0,149.15,0.3591442443848132,-0.8853999999999989,9.142043086425966,2,3,5,1,0,1,0,2,2
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,2.9,520.1012472200006,0.35,15,4,4,16,36,12,0,206.29999999999998,0.13379526381178464,-1.127699999999999,6.697560257889526,0,2,2,1,1,2,0,1,1
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,8.2,401.17508446800065,0.5238095238095238,7,2,5,8,29,5,0,83.80000000000001,0.8185182971562766,2.3705000000000007,7.412468641542509,1,2,3,1,1,2,1,2,3
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,9.2,309.19400834400074,0.6470588235294118,5,4,2,5,22,8,0,81.95,0.6414681234920219,0.6347999999999998,8.420679718503408,1,0,1,1,0,1,0,0,0
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.7,414.1249428040006,0.38095238095238093,7,2,4,8,29,8,0,95.94000000000001,0.7301048006129894,2.4838000000000005,7.657424788905553,0,2,2,2,0,2,0,2,2
